id,"lat","lon","name","city","address","prvnumgrp_tdi","fileyear"
"450142",32.8389154002,-97.1488477448,"COLUMBIA HEB HOSPIAL","BEDFORD","1301 AIRPORT FREEWAY","450142",1996
"450149",32.7336544777,-97.0477982051,"DALLAS/FORT WORTH MEDICAL CENTER","GRAND PRAIRIE","2709 HOSPITAL BLVD","450149",2000
"450150",30.3666082495,-103.657128875,"BIG BEND REGIONAL MEDICAL CENTER","ALPINE","801 E BROWN ST","450150",1999
"450151",29.9119405183,-96.8750873177,"FAYETTE MEMORIAL HOSPITAL","LA GRANGE","543 N JACKSON","450151",2005
"450169",32.7310689851,-99.2871115106,"SHACKELFORD COUNTY HOSPITAL DISTRICT","ALBANY","600 GREGG ST","450169",1997
"450179",31.7372259187,-106.360944031,"VALLEY COMMUNITY HOSPITAL","EL PASO","7722 N LOOP RD","450179",1993
"450190",29.3099083268,-94.7766555485,"ST MARYS HOSPITAL","GALVESTON","404 ST MARYS BLVD","450190",1996
"450197",29.7029872888,-95.2010022749,"PASADENA GENERAL HOSPITAL","PASADENA","1004 SEYMOUR","450197",1995
"450217",34.7411643,-100.5506821,"HALL COUNTY HOSPITAL","MEMPHIS","1800 N BOYKIN DR","1442",2002
"450259",29.79177,-95.26778,"DOCTORS HOSPITAL EAST LOOP","HOUSTON","9339 N LOOP EAST","450259",1996
"450297",32.7978364863,-97.2683719739,"TWIN OAKS MEDICAL CENTER","HALTOM CITY","2919 MARKUM DR","450297",1995
"450320",29.7374274088,-95.5258638506,"ROSEWOOD MEDICAL CENTER","HOUSTON","9200 WESTHEIMER","450320",2008
"450325",35.1842873611,-101.868132498,"FAMILY HOSPITAL CENTER","AMARILLO","2828 W 27TH79114","450325",2008
"450337",31.79507244,-95.1409974522,"EAST TEXAS MEDICAL CENTER RUSK","RUSK","500 N BONNER","450337",2008
"450365",32.8070883686,-96.7751696019,"DALLAS MEMORIAL HOSPITAL","DALLAS","5003 ROSS AVE","450365",2008
"450371",32.3034980681,-95.3166357583,"DOCTORS MEMORIAL HOSPITAL","TYLER","1400 W SOUTHWEST LOOP 323","450371",2008
"450378",29.7054963581,-95.5011906713,"TWELVE OAKS MEDICAL CENTER","HOUSTON","6700 BELLAIRE","450378",2008
"450393",33.672821888,-96.6031368469,"COMMUNITY SPECIALTY HOSPITAL","SHERMAN","1111 GALLAGHER RD","450393",2007
"450410",29.6807526251,-95.1494359303,"TRI CITY REGIONAL HOSPITAL","PASADENA","4040 RED BLUFF RD","450410",1993
"450418",29.7074737907,-95.4727847013,"BELLAIRE MEDICAL CENTER","HOUSTON","5314 DASHWOOD","450418",2005
"450423",29.7310677359,-95.4453622813,"TWELVE OAKS HOSPITAL","HOUSTON","4200 PORTSMOUTH","450423",1998
"450429",34.061241885,-101.846681798,"HI PLAINS HOSPITAL","HALE CENTER","203 W 4TH ST","450429",2001
"450450",28.6670933965,-97.3953016401,"GOLIAD COUNTY HOSPITAL","GOLIAD","303 W FRANKLIN ST","450450",1995
"450457",33.5778693481,-101.892424601,"METHODIST HOSPITAL LUBBOCK","LUBBOCK","3615 19TH ST","450457",1999
"450473",31.7972858124,-94.1902222779,"MEMORIAL HOSPITAL","CENTER","602 HURST ST","450473",2000
"450514",29.9544879327,-93.98637935,"MID-JEFFERSON HOSPITAL","NEDERLAND","2630 HWY 365","450514",2005
"450535",29.7463307676,-94.9464327265,"BAYCOAST MEDICAL CENTER","BAYTOWN","1700 JAMES BOWIE DR","450535",2002
"450546",29.8034139594,-95.4036201638,"ATH HEIGHTS HOSPITAL","HOUSTON","1917 ASHLAND","450546",1995
"450550",29.8504863623,-95.3845147714,"COLUMBIA N HOUSTON MED CTR AIRLINE CAM","HOUSTON","5815 AIRLINE DR","450550",1996
"450559",33.1870888639,-101.385157396,"GARZA MEMORIAL HOSPITAL","POST","608 W 6TH ST","450559",1996
"450570",30.36096,-94.18208,"SILSBEE DOCTORS HOSPITAL","SILSBEE","HWY 418 W","450570",1999
"450614",31.8174281027,-97.0915950465,"HILLCREST MEDICAL CENTER AT WEST","WEST","501 MEADOW DR","450614",2001
"450637",30.3235091349,-95.4912942265,"DOCTORS HOSPITAL","CONROE","3205 W DAVIS ST","450637",1995
"450652",34.98147,-101.909,"PALO DURO HOSPITAL","CANYON","NO 2 HOSPITAL DR","450652",1998
"450660",29.6926411388,-95.404741886,"MEDICAL CTR HOSP","HOUSTON","8081 GREENBRIAR","450660",1995
"450666",30.0684179696,-94.1196921662,"BEAUMONT MEDICAL AND SURGICAL CENTER","BEAUMONT","3080 COLLEGE ST77726","450666",1999
"450691",33.017172266,-96.5315252812,"PHYSICIANS REGIONAL HOSPITAL","WYLIE","801 S HWY 78","450691",1996
"450703",33.446928542,-94.0754226808,"COLUMBIA MEDICAL ARTS HOSPITAL","TEXARKANA","2501 COLLEGE DR","450703",1997
"450704",32.7631844071,-96.6916266199,"TRI CITY HEALTH CENTRE INC","DALLAS","7525 SCYENE RD","450704",2000
"450715",32.6040964674,-96.8113412364,"MEDICAL CENTER AT LANCASTER","LANCASTER","2600 W PLEASANT RUN RD","450715",2008
"450724",28.8544471422,-97.022214603,"VICTORIA REGIONAL MEDICAL CENTER","VICTORIA","101 MEDICAL DR","450724",2000
"450726",27.2153324424,-98.145606354,"BROOKS COUNTY HOSPITAL","FALFURRIAS","1400 SOUTH ST MARYS ST","450726",1995
"450732",30.1738152818,-95.4563000321,"MEMORIAL HOSPITAL - THE WOODLANDS","THE WOODLANDS","9250 PINECROFT","450732",1994
"450734",29.3519077299,-98.458325421,"SAN ANTONIO STATE CHEST HOSPITAL","SAN ANTONIO","2303 SE MILITARY DR","450734",1994
"450735",30.863037,-100.603051,"SCHLEICHER COUNTY MEDICAL CENTER","ELDORADO","400 W MURCHISON AVE","450735",1997
"450750",30.9070496589,-93.9922307506,"LAKES REGIONAL MEDICAL CENTER","JASPER","1001 DICKERSON DR","450750",1998
"450751",33.4653879297,-94.4068805249,"DOCTORS HOSPITAL","NEW BOSTON","520 HOSPITAL DR","450751",2004
"450758",32.840519384,-96.8675835124,"HEALTHSOUTH DALLAS REHAB HOSPITAL","DALLAS","2124 RESEARCH ROW","450758",2008
"450760",31.7832669114,-106.473491838,"SOUTHWESTERN GENERAL HOSPITAL","EL PASO","1221 N COTTON","450760",2007
"450789",29.925446506,-95.5887068241,"TRANSITIONAL HOSP CORP OF HOUSTON","HOUSTON","11297 FALLBROOK DR","450789",1994
"450798",33.116598,-94.167172,"BROOKS HOSPITAL INC","ATLANTA","230 LOUISE ST","450798",1997
"450838",30.9070496589,-93.9922307506,"DICKERSON MEMORIAL HOSPITAL","JASPER","1001 DICKERSON DR","450838",2008
"450850",31.9942533867,-102.09946192,"WEST TEXAS MEDICAL CENTER, LLC","MIDLAND","25 VILLAGE CIRCLE","450850",2006
"451336",32.1059658873,-98.5378293937,"DELEON HOSPITAL","DE LEON","407 S TEXAS","1496",2005
"452030",29.8030264868,-95.5084428679,"AMERICAN TRANSITIONAL HOSP HOUSTON W","HOUSTON","8850 LONG POINT RD 6TH FLOOR TOWER","452030",1997
"452045",29.5754766009,-98.4446479964,"COMPASS HOSPITAL","SAN ANTONIO","14743 JONES MALTSBERGER","452045",2008
"452047",29.7088953195,-95.3951813884,"TIRR LIFEBRIDGE","HOUSTON","1333 MOURSUND 3RD FLOOR","452047",2001
"452048",32.6428940831,-96.8746211375,"COMPASS HOSP OF DALLAS","DESOTO","800 KIRNWOOD DR","452048",2000
"452052",29.7131492625,-95.3995022003,"ATH HOUSTON MEDICAL CTR","HOUSTON","6447 MAIN ST 5TH FLOOR","452052",1997
"452053",30.3381528529,-97.6764769844,"CHG CORNERSTONE HOSPITAL OF CENTRAL TEXAS","AUSTIN","8402 CROSS PARK DR","452053",2006
"452072",29.8278173917,-95.5453732183,"MEMORIAL HERMANN CONTINUING CARE HOSPI","HOUSTON","3043 N GESSNER","452072",2007
"452081",30.0274672122,-95.4349474437,"TRIUMPH HOSPITAL NORTHWEST","HOUSTON","205 HOLLOW TREE ST","452081",2007
"452098",33.0447740375,-96.8724188648,"REGENCY HOSPITAL OF NORTH DALLAS II LLLP","CARROLLTON","2225 PARKER RD","452098",2008
"453032",32.8858516277,-96.7590213736,"NORTH DALLAS REHABILITATION HOSPITAL","DALLAS","8383 MEADOW RD","453032",2006
"453033",31.7791139257,-106.478055694,"SIERRA PROVIDENCE PHYSICAL REHABILITATION HOSPITAL","EL PASO","1740 CURIE DR","453033",2008
"453037",30.0265798975,-95.4506478038,"HEALTHSOUTH HOUSTON REHAB INSTITUTE","HOUSTON","17506 RED OAK DR77273","453037",2001
"453069",33.5874122619,-101.850365969,"HORIZON SPECIALTY HOSP LUBBOCK","LUBBOCK","1409 9TH ST","453069",1995
"453074",32.8323809917,-96.8625344653,"IHS HOSPITAL AT DALLAS","DALLAS","7850 BROOKHOLLOW RD","453074",1999
"453085",26.263862,-98.200246,"CORNERSTONE REHABILITATION HOSPITAL","EDINBURG","2655 CORNESTONE BLVD","453085",2006
"453088",33.9190172823,-98.5390979881,"WICHITA VALLEY REHABILITATION HOSPITAL","WICHITA FALLS","302 LOOP 11","453088",2006
"453090",31.85169113,-102.363355685,"HEALTHSOUTH REHABILITATION HOSPITAL OF ODESSA","ODESSA","515 N ADAMS 3RD FLOOR","453090",2008
"453098",29.6031823558,-95.6343842124,"SUGAR LAND REHABILITATION HOSPITAL","SUGAR LAND","1325 HWY 6","453098",2008
"460024",37.0097231,-110.2090186,"MONUMENT VALLEY HOSPITAL","MONUMENT VALLEY","ROCK DOOR CANYON","460024",1996
"460050",40.7162581376,-111.888293013,"PARACELSUS REGIONAL HOSP & MEDICAL CNT","SOUTH SALT LAKE","2500 S STATE ST","460050",1997
"460053",40.7162581376,-111.888293013,"ROCKY MOUNTAIN MEDICAL CENTER","SALT LAKE CITY","2500 S STATE ST","460053",2001
"470013",44.4967159,-73.1590164,"FANNY ALLEN HOSPITAL","WINOOSKI","101 COLLEGE PARKWAY","470013",1995
"490010",36.972601,-82.5851556,"WISE APPALACHIAN REGIONAL HOSPITAL","WISE","HOSPITAL DR SW 23N","490010",1998
"490014",38.84831,-77.07719,"COLUMBIA PENTAGON CITY HOSPITAL","ARLINGTON","2455 ARMY-NAVY DR","490014",1999
"490028",37.5107,-77.59499,"HCA JOHNSTON-WILLIS HOSPITAL","RICHMOND","1401 JOHNSTON-WILLIS DR","490028",1996
"490030",36.850493071,-76.2597902299,"NORFOLK COMMUNITY HOSPITAL","NORFOLK","2539 CORPREW AVE","490030",1998
"490035",37.0001654771,-76.4259036102,"NEWPORT NEWS GENERAL HOSPITAL","NEWPORT NEWS","5100 MARSHALL AVE","490035",1997
"490073",38.8604213484,-77.1282791065,"NORTHERN VIRGINIA COMMUNITY HOSPITAL","ARLINGTON","601 S CARLIN SPRINGS RD","490073",2006
"490074",36.841354048,-76.3072351709,"PORTSMOUTH GENL HOSP","PORTSMOUTH","850 CRAWFORD PRKWY","490074",1997
"490091",37.552352194,-77.4578209014,"BON SECOURS-STUART CIRCLE HOSPITAL","RICHMOND","413-21 STUART CIRCLE","490091",2000
"490100",37.2668341127,-79.9398390893,"CARILION ROANOKE COMMUNITY HOSPITAL","ROANOKE","101 ELM ST SE","490100",1997
"490108",37.41296,-79.12093,"CENTRAL VIRGINIA TRAINING CENTER","LYNCHBURG",,"490108",2008
"490124",37.5485162874,-77.4489685686,"CAPITOL MEDICAL CENTER","RICHMOND","700 W GRACE ST","490124",2001
"490131",37.1584007,-82.4476302,"DICKENSON CNTY MED CNTR","CLINTWOOD","HOSPITAL DR","490131",1996
"500042",47.2416109,-122.4808039,"ALLENMORE HOSPITAL","TACOMA","S 19TH & UNION","500042",1998
"500045",47.2263616512,-122.434250803,"PUGET SOUND HOSPITAL","TACOMA","215 S 36TH ST","500045",2000
"500132",47.9508180139,-117.46138066,"DEER PARK HEALTH CENTER AND HOSPITAL","DEER PARK","1015 E D ST","1579",2000
"500146",47.5144649,-121.8263654,"SNOQUALMIE VALLEY HOSPITAL","SNOQUALMIE","1505 MEADOWBROOK WAY S E","500146",1997
"510035",37.7375007124,-81.8761351795,"MAN APPALACHIAN REGIONAL HOSPITAL","MAN","600-800 E MCDONALD AVE","510035",2000
"510060",37.9721485745,-81.1488781093,"PLATEAU MEDICAL CENTER","OAK HILL","430 MAIN ST","510060",1997
"510066",37.7672437759,-81.2029164498,"BECKLEY HOSPITAL","BECKLEY","1007 S OAKWOOD AVE","510066",1997
"510067",37.243647586,-81.2283251509,"ST LUKES HOSPITAL","BLUEFIELD","1333 SOUTHVIEW DR","510067",2007
"511305",38.2202,-80.5455093,"RICHWOOD AREA COMMUNITY HOSPITAL","RICHWOOD","RIVERSIDE ADDITION","1618",2008
"520040",43.1119552683,-87.9405051239,"WHEATON FRANSICAN HEALTHCARE-GLENDALE","MILWAUKEE","2400 W VILLARD AVE","520040",2006
"520069",42.6056165434,-87.8205716521,"ST CATHERINES HOSPITAL INC","KENOSHA","3556 7TH AVE","520069",2000
"520077",44.8841329987,-87.8644777358,"OCONTO MEMORIAL HOSPITAL INC  58","OCONTO","405 1ST ST","1639",1999
"520111",44.4510220508,-87.5106464584,"ST MARYS KEWAUNEE AREA MEM HOSPITAL","KEWAUNEE","810 LINCOLN ST","520111",2001
"520120",46.0439058883,-89.1183501782,"NORTHWOODS HOSPITAL ASSOCIATION","PHELPS","2383 HWY 17","520120",1998
"520132",43.7445341589,-87.9695974641,"AURORA VALLEY VIEW MED CTR","PLYMOUTH","901 REED ST","520132",2004
"520141",44.2682896165,-88.2719315614,"KAUKAUNA COMMUNITY HOSPITAL","KAUKAUNA","308 E 14TH ST","520141",1996
"520145",43.0899842665,-87.9796450214,"NORTHWEST GENERAL HOSPITAL","MILWAUKEE","5310 W CAPITOL DR","520145",2000
"520174",43.0385353922,-88.0210736264,"JOHN L DOYNE HOSPITAL","MILWAUKEE","8700 W WISCONSIN AVE","520174",1995
"520188",42.959484193,-87.9847898721,"VENCOR HOSPITAL - MILWAUKEE","GREENFIELD","5700 W LAYTON AVE","520188",1999
"520197",43.0982491916,-87.9135376206,"HEART HSPTL OF MILWAUKEE","GLENDALE","375 W RIER WOODS PRKWY","520197",2004
"530024",44.4335684,-108.0512126,"SOUTH BIG HORN COUNTY HOSPITAL","GREYBULL","RIVER ROUTE","530024",1993
"530027",42.7624668,-104.4521747,"NIOBRARA COUNTY MEMORIAL HOSPITAL","LUSK","921 BALLENCEE AVE","1697",1999
"670009",29.7889292732,-95.5680316053,"HOUSTON TOWN AND COUNTRY HOSPITAL","HOUSTON","1120 BUSINESS CENTER DR","670009",2007
"670033",33.2167138722,-97.1614468128,"ATRIUM MEDICAL CENTER AT CORINTH","DENTON","207 N BONNIE BRAE","670033",2008
